airline_sentiment,text,cleaned_text
negative,@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around Unacceptable
negative,@USAirways doesn't seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesn't help #usairwaysfail,doesnt seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesnt help usairwaysfail
negative,@USAirways this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous,this is a complete waste of my day A trip to my for work has now turned into sitting on your planes all day Ridiculous
negative,@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.,we should have been given the option to get off the plane not sit on it for a time longer than our actually flight
neutral,@USAirways of course weather was a joke 43 beats 5 degrees in PHL! ⛄️☀️,of course weather was a joke 43 beats 5 degrees in PHL
negative,@USAirways  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.,nothing was available Male flight crew was not nicedismissive Big guy was standby and probably didnt even pay
positive,@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,Thks US 1786 219 PHL to FLL Overall 1st class has improved with more food now on PHL to FLL and most crews are super
negative,@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.,is moving the plane to the end of the runway for us to sit on it for an hour and a half They didnt even let us off
negative,@USAirways hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days,hi is there somebody avail who can help with an refund  its unbelievable on the phone w US for more than 7 hrs in 4 days
negative,@USAirways Plus a US Airways - you need to do something about this! I left Philly to thaw out!!!! http://t.co/pKy7ZhnNRH,Plus a US Airways  you need to do something about this I left Philly to thaw out
negative,@USAirways ordered a Scotch &amp; water and F/A asked if I wanted full glass or half? 60 yrs old and first time ever asked that????,ordered a Scotch amp water and FA asked if I wanted full glass or half 60 yrs old and first time ever asked that
negative,@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.,we got 1 drink then FA sat in jump seat doing crosswords Glasses picked up at landing Just a very lazy service 4 First class
negative,"@USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat, too. #oldseatnocushion #worstflight #nohelponboard",Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat too oldseatnocushion worstflight nohelponboard
negative,@USAirways First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off,First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off
negative,"@USAirways you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else",you told us last night that there was a ground stop at OHare FOUR HOURS AFTER Obama landed stop blaming someone else
negative,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?",Able Does that mean not having private conversations and not helping those w luggage that wont fit overhead
negative,@USAirways is the worst. 45 minute delay in Boston. Not weather reLate Flightd. Going to miss our connecting flight. Gassing up the plane issue.,is the worst 45 minute delay in Boston Not weather reLate Flightd Going to miss our connecting flight Gassing up the plane issue
negative,@USAirways is the worst!! Still haven't left.. Everyone missing connections.,is the worst Still havent left Everyone missing connections
negative,@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.,todays flight to Philadelphia  Its a little disappointing for the unnecessary delays and its not even snowing in FL
negative,@USAirways I have been trying to book a flight using my miles for 3 straight days. 210 min on phone - still haven't talked to a human.,I have been trying to book a flight using my miles for 3 straight days 210 min on phone  still havent talked to a human
negative,@USAirways gonna miss connecting flight.. Delayed flying out of Boston,gonna miss connecting flight Delayed flying out of Boston
neutral,@USAirways @AmericanAir I'm in the #finalstretch to #chairman #execplat #mileagerun for 6k needed any suggestions? #letsgo!,Im in the finalstretch to chairman execplat mileagerun for 6k needed any suggestions letsgo
negative,@USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes!!!,on flight 1839 waiting for weight and balance info for the past 30 minutes
positive,@USAirways thank you for refunding me on my baggage ! really appreciate it,thank you for refunding me on my baggage  really appreciate it
negative,@USAirways thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.,thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight
